Person 1: (41, 11), status: INFECTED, was infected 0 time(s).
Person 8894: (6, 34), status: INFECTED, was infected 0 time(s).
Person 8895: (8, 46), status: INFECTED, was infected 1 time(s).
Person 8896: (37, 25), status: INFECTED, was infected 1 time(s).
Person 8897: (7, 15), status: INFECTED, was infected 1 time(s).
Person 8898: (38, 0), status: INFECTED, was infected 1 time(s).
Person 8899: (18, 7), status: INFECTED, was infected 1 time(s).
Person 8900: (24, 43), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8901: (11, 0), status: INFECTED, was infected 1 time(s).
Person 8902: (17, 9), status: INFECTED, was infected 1 time(s).
Person 8903: (7, 10), status: INFECTED, was infected 1 time(s).
Person 8904: (14, 0), status: INFECTED, was infected 1 time(s).
Person 8905: (16, 20), status: INFECTED, was infected 1 time(s).
Person 8906: (39, 28), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8907: (17, 31), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8908: (6, 25), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8909: (8, 23), status: INFECTED, was infected 1 time(s).
Person 8910: (33, 49), status: INFECTED, was infected 1 time(s).
Person 8911: (14, 23), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8912: (50, 7), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8913: (11, 5), status: INFECTED, was infected 1 time(s).
Person 8914: (15, 5), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8915: (40, 18), status: INFECTED, was infected 1 time(s).
Person 8916: (15, 0), status: INFECTED, was infected 1 time(s).
Person 8917: (40, 47), status: INFECTED, was infected 1 time(s).
Person 8918: (12, 49), status: INFECTED, was infected 1 time(s).
Person 8919: (23, 25), status: INFECTED, was infected 1 time(s).
Person 8920: (13, 5), status: INFECTED, was infected 1 time(s).
Person 8921: (15, 0), status: INFECTED, was infected 1 time(s).
Person 8922: (49, 10), status: INFECTED, was infected 0 time(s).
Person 8923: (13, 42), status: INFECTED, was infected 1 time(s).
Person 8924: (21, 11), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8925: (34, 17), status: INFECTED, was infected 1 time(s).
Person 8926: (17, 18), status: INFECTED, was infected 0 time(s).
Person 8927: (36, 1), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8928: (12, 28), status: INFECTED, was infected 0 time(s).
Person 8929: (0, 49), status: INFECTED, was infected 0 time(s).
Person 8930: (3, 22), status: INFECTED, was infected 1 time(s).
Person 8931: (39, 47), status: INFECTED, was infected 0 time(s).
Person 8932: (9, 32), status: INFECTED, was infected 1 time(s).
Person 8933: (0, 35), status: INFECTED, was infected 1 time(s).
Person 8934: (46, 45), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8935: (19, 44), status: INFECTED, was infected 0 time(s).
Person 8936: (32, 8), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8937: (17, 36), status: INFECTED, was infected 1 time(s).
Person 8938: (24, 32), status: INFECTED, was infected 0 time(s).
Person 8939: (30, 0), status: INFECTED, was infected 0 time(s).
Person 8940: (35, 33), status: INFECTED, was infected 0 time(s).
Person 8941: (24, 12), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8942: (0, 27), status: INFECTED, was infected 0 time(s).
Person 8943: (18, 25), status: INFECTED, was infected 0 time(s).
Person 8944: (38, 44), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8945: (9, 25), status: INFECTED, was infected 1 time(s).
Person 8946: (0, 3), status: INFECTED, was infected 1 time(s).
Person 8947: (11, 24), status: INFECTED, was infected 1 time(s).
Person 8948: (23, 49), status: INFECTED, was infected 1 time(s).
Person 8949: (2, 33), status: INFECTED, was infected 0 time(s).
Person 8950: (30, 49), status: INFECTED, was infected 1 time(s).
Person 8951: (36, 28), status: INFECTED, was infected 0 time(s).
Person 8952: (34, 7), status: INFECTED, was infected 0 time(s).
Person 8953: (49, 24), status: INFECTED, was infected 0 time(s).
Person 8954: (22, 23), status: INFECTED, was infected 1 time(s).
Person 8955: (29, 37), status: INFECTED, was infected 1 time(s).
Person 8956: (32, 49), status: INFECTED, was infected 1 time(s).
Person 8957: (49, 13), status: INFECTED, was infected 1 time(s).
Person 8958: (10, 47), status: INFECTED, was infected 1 time(s).
Person 8959: (45, 20), status: INFECTED, was infected 0 time(s).
Person 8960: (27, 15), status: INFECTED, was infected 0 time(s).
Person 8961: (19, 26), status: INFECTED, was infected 1 time(s).
Person 8962: (0, 21), status: INFECTED, was infected 1 time(s).
Person 8963: (10, 0), status: INFECTED, was infected 0 time(s).
Person 8964: (10, 8), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8965: (35, 49), status: INFECTED, was infected 1 time(s).
Person 8966: (42, 9), status: INFECTED, was infected 1 time(s).
Person 8967: (13, 26), status: INFECTED, was infected 0 time(s).
Person 8968: (30, 43), status: INFECTED, was infected 1 time(s).
Person 8969: (24, 48), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8970: (26, 9), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8971: (25, 15), status: INFECTED, was infected 1 time(s).
Person 8972: (49, 29), status: INFECTED, was infected 0 time(s).
Person 8973: (4, 25), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8974: (35, 35), status: INFECTED, was infected 0 time(s).
Person 8975: (40, 40), status: INFECTED, was infected 0 time(s).
Person 8976: (48, 18), status: INFECTED, was infected 0 time(s).
Person 8977: (13, 39), status: INFECTED, was infected 0 time(s).
Person 8978: (15, 4), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8979: (25, 46), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8980: (16, 44), status: INFECTED, was infected 1 time(s).
Person 8981: (12, 46), status: INFECTED, was infected 0 time(s).
Person 8982: (12, 0), status: INFECTED, was infected 1 time(s).
Person 8983: (22, 0), status: INFECTED, was infected 0 time(s).
Person 8984: (7, 41), status: INFECTED, was infected 0 time(s).
Person 8985: (49, 25), status: INFECTED, was infected 1 time(s).
Person 8986: (29, 0), status: INFECTED, was infected 1 time(s).
Person 8987: (19, 32), status: INFECTED, was infected 1 time(s).
Person 8988: (27, 36), status: INFECTED, was infected 1 time(s).
Person 8989: (45, 7), status: INFECTED, was infected 1 time(s).
Person 8990: (34, 42), status: INFECTED, was infected 1 time(s).
Person 8991: (48, 14), status: SUSCEPTIBLE, was infected 0 time(s).
Person 8992: (27, 40), status: INFECTED, was infected 1 time(s).
Person 8993: (0, 29), status: INFECTED, was infected 1 time(s).
Person 8994: (36, 36), status: INFECTED, was infected 1 time(s).
Person 8995: (19, 2), status: INFECTED, was infected 0 time(s).
Person 8996: (0, 43), status: INFECTED, was infected 1 time(s).
Person 8997: (36, 35), status: INFECTED, was infected 1 time(s).
Person 8998: (28, 49), status: INFECTED, was infected 1 time(s).
Person 8999: (28, 32), status: SUSCEPTIBLE, was infected 0 time(s).
Person 9000: (23, 0), status: INFECTED, was infected 0 time(s).
Person 9001: (26, 37), status: INFECTED, was infected 0 time(s).
Person 9002: (49, 13), status: INFECTED, was infected 1 time(s).
Person 9003: (20, 8), status: INFECTED, was infected 1 time(s).
Person 9004: (45, 15), status: INFECTED, was infected 1 time(s).
Person 9005: (0, 37), status: INFECTED, was infected 1 time(s).
Person 9006: (33, 10), status: INFECTED, was infected 0 time(s).
Person 9007: (31, 26), status: INFECTED, was infected 0 time(s).
Person 9008: (40, 30), status: SUSCEPTIBLE, was infected 0 time(s).
Person 9009: (31, 33), status: INFECTED, was infected 0 time(s).
Person 9010: (27, 38), status: SUSCEPTIBLE, was infected 0 time(s).
Person 9011: (21, 26), status: INFECTED, was infected 1 time(s).
Person 9012: (22, 7), status: INFECTED, was infected 0 time(s).
Person 9013: (24, 38), status: INFECTED, was infected 1 time(s).
Person 9014: (0, 26), status: INFECTED, was infected 1 time(s).
Person 9015: (7, 42), status: INFECTED, was infected 1 time(s).
Person 9016: (37, 43), status: INFECTED, was infected 1 time(s).
Person 9017: (18, 0), status: INFECTED, was infected 1 time(s).
Person 9018: (18, 40), status: SUSCEPTIBLE, was infected 0 time(s).
Person 9019: (36, 0), status: INFECTED, was infected 1 time(s).
Person 9020: (10, 48), status: SUSCEPTIBLE, was infected 0 time(s).
Person 9021: (43, 32), status: SUSCEPTIBLE, was infected 0 time(s).
Person 9022: (39, 0), status: INFECTED, was infected 1 time(s).
Person 9023: (0, 29), status: INFECTED, was infected 1 time(s).
Person 9024: (45, 42), status: INFECTED, was infected 1 time(s).
Person 9025: (13, 2), status: INFECTED, was infected 1 time(s).
Person 9026: (17, 31), status: SUSCEPTIBLE, was infected 0 time(s).
Person 9027: (17, 47), status: SUSCEPTIBLE, was infected 0 time(s).
Person 9028: (47, 33), status: INFECTED, was infected 1 time(s).
Person 9029: (7, 6), status: SUSCEPTIBLE, was infected 0 time(s).
Person 9030: (31, 1), status: SUSCEPTIBLE, was infected 0 time(s).
Person 9031: (19, 28), status: INFECTED, was infected 1 time(s).
Person 9032: (40, 42), status: INFECTED, was infected 0 time(s).
Person 9033: (0, 35), status: INFECTED, was infected 0 time(s).
Person 9034: (22, 1), status: INFECTED, was infected 0 time(s).
Person 9035: (20, 49), status: INFECTED, was infected 1 time(s).
Person 9036: (8, 49), status: INFECTED, was infected 1 time(s).
Person 9037: (0, 37), status: INFECTED, was infected 1 time(s).
Person 9038: (49, 1), status: INFECTED, was infected 1 time(s).
Person 9039: (35, 15), status: INFECTED, was infected 0 time(s).
Person 9040: (15, 13), status: INFECTED, was infected 1 time(s).
Person 9041: (13, 26), status: INFECTED, was infected 1 time(s).
Person 9042: (48, 0), status: INFECTED, was infected 0 time(s).
Person 9043: (11, 25), status: INFECTED, was infected 1 time(s).
Person 9044: (30, 29), status: INFECTED, was infected 1 time(s).
Person 9045: (10, 36), status: SUSCEPTIBLE, was infected 0 time(s).
Person 9046: (14, 40), status: INFECTED, was infected 0 time(s).
Person 9047: (0, 46), status: INFECTED, was infected 1 time(s).
Person 9048: (15, 23), status: INFECTED, was infected 0 time(s).
Person 9049: (31, 22), status: INFECTED, was infected 0 time(s).
Person 9050: (35, 19), status: SUSCEPTIBLE, was infected 0 time(s).
Person 9051: (7, 19), status: INFECTED, was infected 1 time(s).
Person 9052: (5, 14), status: INFECTED, was infected 1 time(s).
Person 9053: (8, 0), status: INFECTED, was infected 1 time(s).
Person 9054: (31, 11), status: INFECTED, was infected 1 time(s).
Person 9055: (0, 32), status: INFECTED, was infected 1 time(s).
Person 9056: (32, 26), status: INFECTED, was infected 0 time(s).
Person 9057: (6, 0), status: INFECTED, was infected 1 time(s).
Person 9058: (10, 2), status: SUSCEPTIBLE, was infected 0 time(s).
Person 9059: (27, 46), status: INFECTED, was infected 1 time(s).
Person 9060: (0, 23), status: INFECTED, was infected 1 time(s).
Person 9061: (3, 44), status: INFECTED, was infected 0 time(s).
Person 9062: (13, 24), status: SUSCEPTIBLE, was infected 0 time(s).
Person 9063: (15, 31), status: SUSCEPTIBLE, was infected 0 time(s).
Person 9064: (25, 32), status: SUSCEPTIBLE, was infected 0 time(s).
Person 9065: (39, 49), status: INFECTED, was infected 1 time(s).
Person 9066: (5, 48), status: INFECTED, was infected 1 time(s).
Person 9067: (46, 40), status: INFECTED, was infected 1 time(s).
Person 9068: (29, 20), status: INFECTED, was infected 1 time(s).
Person 9069: (49, 41), status: INFECTED, was infected 1 time(s).
Person 9070: (21, 30), status: INFECTED, was infected 0 time(s).
Person 9071: (0, 0), status: INFECTED, was infected 1 time(s).
Person 9072: (41, 47), status: INFECTED, was infected 0 time(s).
Person 9073: (27, 23), status: INFECTED, was infected 0 time(s).
Person 9074: (2, 26), status: INFECTED, was infected 0 time(s).
Person 9075: (27, 14), status: SUSCEPTIBLE, was infected 0 time(s).
Person 9076: (7, 10), status: INFECTED, was infected 1 time(s).
Person 9077: (24, 30), status: SUSCEPTIBLE, was infected 0 time(s).
Person 9078: (2, 14), status: INFECTED, was infected 1 time(s).
Person 9079: (13, 8), status: INFECTED, was infected 0 time(s).
Person 9080: (6, 12), status: SUSCEPTIBLE, was infected 0 time(s).
Person 9081: (1, 22), status: INFECTED, was infected 1 time(s).
Person 9082: (10, 0), status: INFECTED, was infected 1 time(s).
Person 9083: (38, 49), status: INFECTED, was infected 1 time(s).
Person 9084: (18, 5), status: INFECTED, was infected 1 time(s).
Person 9085: (12, 29), status: SUSCEPTIBLE, was infected 0 time(s).
Person 9086: (20, 24), status: INFECTED, was infected 1 time(s).
Person 9087: (39, 9), status: INFECTED, was infected 1 time(s).
Person 9088: (34, 12), status: INFECTED, was infected 1 time(s).
Person 9089: (49, 2), status: INFECTED, was infected 0 time(s).
Person 9090: (7, 22), status: INFECTED, was infected 0 time(s).
Person 9091: (0, 48), status: INFECTED, was infected 0 time(s).
Person 9092: (32, 5), status: INFECTED, was infected 1 time(s).
Person 9093: (42, 41), status: SUSCEPTIBLE, was infected 0 time(s).
Person 9094: (0, 7), status: INFECTED, was infected 1 time(s).
Person 9095: (21, 49), status: INFECTED, was infected 0 time(s).
Person 9096: (7, 28), status: INFECTED, was infected 0 time(s).
Person 9097: (43, 40), status: INFECTED, was infected 1 time(s).
Person 9098: (4, 11), status: INFECTED, was infected 0 time(s).
Person 9099: (0, 43), status: INFECTED, was infected 1 time(s).
Person 9100: (27, 2), status: INFECTED, was infected 0 time(s).
Person 9101: (20, 11), status: INFECTED, was infected 1 time(s).
Person 9102: (18, 36), status: INFECTED, was infected 0 time(s).
Person 9103: (0, 48), status: INFECTED, was infected 0 time(s).
Person 9104: (27, 43), status: SUSCEPTIBLE, was infected 0 time(s).
Person 9105: (29, 14), status: INFECTED, was infected 1 time(s).
Person 9106: (23, 7), status: INFECTED, was infected 0 time(s).
Person 9107: (8, 3), status: SUSCEPTIBLE, was infected 0 time(s).
Person 9108: (7, 7), status: INFECTED, was infected 1 time(s).
Person 9109: (19, 24), status: INFECTED, was infected 0 time(s).
Person 9110: (27, 32), status: INFECTED, was infected 1 time(s).
Person 9111: (15, 11), status: INFECTED, was infected 1 time(s).
Person 9112: (22, 0), status: INFECTED, was infected 1 time(s).
Person 9113: (12, 7), status: SUSCEPTIBLE, was infected 0 time(s).
Person 9114: (33, 34), status: INFECTED, was infected 0 time(s).
Person 9115: (49, 22), status: INFECTED, was infected 1 time(s).
Person 9116: (29, 5), status: INFECTED, was infected 1 time(s).
Person 9117: (0, 26), status: INFECTED, was infected 1 time(s).
Person 9118: (42, 49), status: INFECTED, was infected 1 time(s).
Person 9119: (49, 18), status: INFECTED, was infected 1 time(s).
Person 9120: (47, 20), status: INFECTED, was infected 1 time(s).
Person 9121: (21, 27), status: INFECTED, was infected 0 time(s).
Person 9122: (12, 35), status: INFECTED, was infected 0 time(s).
Person 9123: (8, 14), status: INFECTED, was infected 1 time(s).
Person 9124: (38, 48), status: INFECTED, was infected 1 time(s).
Person 9125: (31, 6), status: INFECTED, was infected 1 time(s).
Person 9126: (12, 25), status: INFECTED, was infected 0 time(s).
Person 9127: (43, 35), status: INFECTED, was infected 0 time(s).
Person 9128: (10, 25), status: INFECTED, was infected 1 time(s).
Person 9129: (3, 8), status: INFECTED, was infected 1 time(s).
Person 9130: (0, 8), status: INFECTED, was infected 1 time(s).
Person 9131: (28, 13), status: INFECTED, was infected 1 time(s).
Person 9132: (37, 9), status: SUSCEPTIBLE, was infected 0 time(s).
Person 9133: (16, 33), status: INFECTED, was infected 0 time(s).
Person 9134: (14, 19), status: INFECTED, was infected 1 time(s).
Person 9135: (16, 49), status: INFECTED, was infected 1 time(s).
Person 9136: (27, 33), status: SUSCEPTIBLE, was infected 0 time(s).
Person 9137: (3, 32), status: INFECTED, was infected 1 time(s).
Person 9138: (46, 49), status: INFECTED, was infected 0 time(s).
Person 9139: (32, 43), status: INFECTED, was infected 0 time(s).
Person 9140: (47, 40), status: INFECTED, was infected 0 time(s).
Person 9141: (15, 44), status: SUSCEPTIBLE, was infected 0 time(s).
Person 9142: (9, 35), status: INFECTED, was infected 1 time(s).
Person 9143: (21, 42), status: INFECTED, was infected 0 time(s).
Person 9144: (26, 45), status: INFECTED, was infected 1 time(s).
Person 9145: (35, 20), status: INFECTED, was infected 0 time(s).
Person 9146: (0, 10), status: INFECTED, was infected 1 time(s).
Person 9147: (44, 31), status: INFECTED, was infected 1 time(s).
Person 9148: (28, 25), status: INFECTED, was infected 1 time(s).
Person 9149: (5, 11), status: INFECTED, was infected 1 time(s).
